scope,category,lookup name,CO2 Factor (kg / unit),CH4 Factor (kg / unit),N2O Factor (kg / unit),Biofuel?,AR4 (kgCO2e),AR5 (kgCO2e),Units,Source
3,transport,Intercity Rail (i.e. Amtrak) C,0.14,0.0087,0.0031,,0.1411413,0.1410651,passenger-mile,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
3,transport,Commuter Rail D,0.161,0.0081,0.0032,,0.1621561,0.1620748,passenger-mile,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
3,transport,"Transit Rail (i.e. Subway, Tram) E",0.119,0.0025,0.0017,,0.1195691,0.1195205,passenger-mile,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
3,transport,Bus,0.056,0.001291715,0.000866923,,0.056290636,0.056265903,passenger-mile,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
3,transport,Air Travel - Short Haul (< 300 miles) ,0.225,0.0039,0.007175381,,0.227235764,0.227010676,passenger-mile,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
3,transport,"Air Travel - Medium Haul (>= 300 miles, 
< 2300 miles) ",0.136,0.0006,0.0043,,0.1372964,0.1371563,passenger-mile,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
3,transport,Air Travel - Long Haul (>= 2300 miles) ,0.166,0.0006,0.0053,,0.1675944,0.1674213,passenger-mile,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
3,transport,Average Car - Diesel,0.27603,0.00001,0.00297,,0.27691531,0.27681733,mile,"UK DEFRA, Passenger vehicles, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Average Car - Petrol,0.28991,0.00051,0.00061,,0.29010453,0.29008593,mile,"UK DEFRA, Passenger vehicles, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Average Car - Hybrid,0.18259,0.00026,0.00179,,0.18312992,0.18307163,mile,"UK DEFRA, Passenger vehicles, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Average Car - CNG,0.28324,0.00257,0.00072,,0.28351881,0.28350276,mile,"UK DEFRA, Passenger vehicles, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Average Car - LPG,0.31947,0.00008,0.00072,,0.31968656,0.31966304,mile,"UK DEFRA, Passenger vehicles, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Average Car - Plug-in Hybrid Electric Vehicle,0.18434,0.00053,0.00072,Yes,0.18456781,0.18454564,mile,"UK DEFRA, Passenger vehicles, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Average Car - Battery Electric Vehicle,0.09612,0.00024,0.00052,Yes,0.09628096,0.09626452,mile,"UK DEFRA, Passenger vehicles, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Average Car - Unknown,0.28297,0.00026,0.00179,,0.28350992,0.28345163,mile,"UK DEFRA, Passenger vehicles, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Motorbike,0.18208,0.00286,0.00095,,0.1824346,0.18241183,mile,"UK DEFRA, Passenger vehicles, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Taxi - regular,0.14886,0.00000308,0.00132,,0.149253437,0.149209886,passenger-km,"UK DEFRA, Passenger vehicles, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Local Bus,0.10391,0.00003,0.00077,,0.10414021,0.10411489,passenger-km,"UK DEFRA, Passenger vehicles, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,National rail,0.04077,0.00007,0.00031,,0.04086413,0.04085411,passenger-km,"UK DEFRA, Business Travel - land, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,International rail,0.00592,0.00002,0.00003,,0.00592944,0.00592851,passenger-km,"UK DEFRA, Business Travel - land, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Light rail and tram,0.0348,0.00009,0.00019,,0.03485887,0.03485287,passenger-km,"UK DEFRA, Business Travel - land, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Domestic, to/from UK - Average passenger",0.13345,0.00012,0.00126,,0.13382848,0.13378726,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Short-haul, to/from UK - Average passenger",0.08291,0.00001,0.00078,,0.08314269,0.08311698,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Short-haul, to/from UK - Economy class",0.08155,0.00001,0.00077,,0.08177971,0.08175433,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Short-haul, to/from UK - Business class",0.12233,0.00001,0.00116,,0.12267593,0.12263768,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Long-haul, to/from UK - Average passenger",0.10244,0.00001,0.00097,,0.10272931,0.10269733,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Long-haul, to/from UK - Economy class",0.07845,0.00001,0.00074,,0.07867077,0.07864638,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Long-haul, to/from UK - Premium economy class",0.12553,0.00001,0.00119,,0.12588487,0.12584563,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Long-haul, to/from UK - Business class",0.22752,0.00002,0.00215,,0.2281612,0.22809031,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - Long-haul, to/from UK - First class",0.31382,0.00002,0.00297,,0.31470556,0.31460761,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - International, to/from non-UK - Average passenger",0.09467,0.00001,0.0009,,0.09493845,0.09490878,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - International, to/from non-UK - Economy class",0.0725,0.000005,0.00069,,0.072705745,0.07268299,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - International, to/from non-UK - Premium economy class",0.116,0.00001,0.0011,,0.11632805,0.11629178,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - International, to/from non-UK - Business class",0.21025,0.00002,0.00199,,0.21084352,0.21077791,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Air Travel - International, to/from non-UK - First class",0.29,0.00002,0.00274,,0.29081702,0.29072666,passenger-km,"UK DEFRA, Business Travel - air, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Ferry - Average (all passenger),0.111313,0.000033,0.001517,,0.111765891,0.111715929,passenger-km,"UK DEFRA, Business Travel - sea, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Medium- and Heavy-Duty Truck,1.467,0.014,0.01,,1.47033,1.470042,vehicle-mile,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
3,transport,Passenger Car A1,0.343,0.019,0.011,,0.346753,0.346447,vehicle-mile,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
3,transport,Light-Duty Truck B1,0.472,0.019,0.018,,0.477839,0.477302,vehicle-mile,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
3,transport,Medium- and Heavy-Duty TruckC,0.202337978,0.002003842,0.001512968,,0.202838939,0.202795022,ton-mile,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
3,transport,Rail,0.023,0.0018,0.0006,,0.0232238,0.0232094,ton-mile,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
3,transport,Waterborne Craft,0.059,0.0005,0.004,,0.0602045,0.060074,ton-mile,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
3,transport,Aircraft,1.308,0,0.0402,,1.3199796,1.318653,ton-mile,"EPA, ""Emission Factors for Greenhouse Gas Inventories,"" Table 8 Business Travel and Employee Commuting, March 9, 2018 (https://www.epa.gov/climateleadership/center-corporate-climate-leadership-ghg-emission-factors-hub)."
3,transport,Vans - Average (up to 3.5 tonnes) - Diesel,0.40279,0.00001,0.00296,,0.40367233,0.40357468,mile,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Vans - Average (up to 3.5 tonnes) - Petrol,0.37898,0.00041,0.00114,,0.37932997,0.37929358,mile,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Vans - Average (up to 3.5 tonnes) - CNG,0.39542,0.00204,0.00135,,0.3958733,0.39583487,mile,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Vans - Average (up to 3.5 tonnes) - LPG,0.43704,0.00006,0.00135,,0.4374438,0.43739943,mile,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Vans - Average (up to 3.5 tonnes) - Unknown,0.40201,0.00002,0.0029,,0.4028747,0.40277906,mile,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,Vans - Average (up to 3.5 tonnes) - Battery Electric Vehicle,0.10034,0.00026,0.00055,Yes,0.1005104,0.10049303,mile,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,HGV (all diesel) - tonne.km,0.10797,0.00004,0.0022,,0.1086266,0.10855412,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,HGV (all diesel) - km,0.85361,0.00017,0.01277,,0.85741971,0.85699881,km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,HGV (all diesel) - miles,1.37375,0.00027,0.02055,,1.37988065,1.37920331,mile,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,HGV refrigerated (all diesel) - tonne.km,0.126846853,0.00004,0.0022,,0.127503453,0.127430973,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,HGV refrigerated (all diesel) - km,1.002850254,0.00017,0.01277,,1.006659964,1.006239064,km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,HGV refrigerated (all diesel) - miles,1.61393,0.00027,0.02055,,1.62006065,1.61938331,mile,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
3,transport,"Freight flights - Domestic, to/from UK",2.61561,0.00234,0.02475,,2.623044,2.62223427,tonne-km,"UK DEFRA, Freighting goods, 2019 (https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/891105/Conversion_Factors_2020_-_Condensed_set__for_most_users_.xlsx)"
